Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Lead Data Scientist,$71K - $133K (Glassdoor est.),"JOB POSITION: Lead Data Scientist
LOCATION: 1000 Nicollet Mall, Minneapolis, MN 55403
DUTIES: Use analytics tools and develop statistical models to gain insight into the organization’s supply chain network and make it more efficient; integrate output into users platforms for data consumption; development of forecasting and time-series models for supply chain operations research; recommend and document the application of statistical models and build statistical models as well as explore other data science techniques including supervised and unsupervised machine learning techniques; creating linear optimization models and applying linear programming for optimization problems; apply data science techniques building off current models, generate metrics and reports on the performance of their models; apply insights and testing in partnership with business users and run additional tests and improving model output; actively participate in team meetings and support agile ceremonies; mentor and train other scientists on technical solutions; work directly with managers, data science, engineering and business users to share insight and provide access statistical output; and engage with product owners and users to review analysis and recommend additional data points and analytical techniques to be applied. Tools used: Python, PySpark, Hadoop, Git, SQL, R, Jira, Microsoft Office, PyTorch, and TensorFlow Keras. Position includes a telecommute benefit within commuting distance to Minneapolis-area Target office, as directed.


Qualifications:",3.7,"TARGET
3.7","Minneapolis, MN",10000+ Employees,1962,Company - Public,General Merchandise & Superstores,Retail,$10+ billion (USD)
DATA SCIENTIST,$71K - $133K (Glassdoor est.),"Job Summary:
Contributes to a research agenda set by a lead researcher by preparing data sets, analyzing them using data science techniques, and presenting the results. Works as part of a team under general supervision.

Job Responsibilities
Prepares data sets for analysis including cleaning/quality assurance, transformations, restructuring, and integration of multiple data sources (30%)
Implements appropriate data science techniques under the guidance of other data scientists, statisticians, and/or other researchers to find data patterns and answer research questions chosen by the lead researcher including data visualization, statistical analysis, machine learning, and data mining (25%)
Organizes and automates project steps for data preparation and analysis (10%)",4.9,"University of Wisconsin–Madison
4.9","Madison, WI",51 to 200 Employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable
Bayesian Statistician,$71K - $133K (Glassdoor est.),"Data & Modeling Sciences is seeking a Bayesian Statistician for our Mason, OH location. The ideal candidate must apply mastery in Statistics, Data Science, Computer Science and Quantitative Marketing methods to deliver game-changing, technology-driven mathematical models for development of innovative new products and processes. Create new algorithms and models to measure the impact of product, package, commercial and other innovation choices on consumer preferences and purchase decisions to guide investment choices. Enable better decision-making through the ability to mine data coupled with the development and application of advanced analytics and algorithms to derive actionable insights, and then translate those insights into actions that improve business results. Actively research best-in-class methodologies, such as leveraging ideas from structural models, discrete choice models, and empirical game theory. Be imaginative and creative with an eagerness to track and contribute to the latest developments in modeling and to envision application possibilities of emerging technologies in data science & machine learning. Has broad project responsibilities to co-create and influence the strategic direction of the research work to bedone and can direct the Data & Modeling Sciences technical work on the assigned projects and lead cross-Job Family teams as needed.",4.2,"Procter & Gamble
4.2","Mason, OH",10000+ Employees,1837,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD)
Data Analytics Scientist,$71K - $133K (Glassdoor est.),"Data Analytics Scientist(Job Number: HAM000446)
Honda Dev. and Mfg. of Am LLC

Description

Data Analytics Scientist

Honda has a clear vision for the future in 2030, and it’s a joyful one. We are looking for people with the individual skills, courage, persistence, and dreams that will help us reach our future-focused goals. We are seeking diversity of thought and experience to drive innovation and help us make fully informed decisions.",-1,Honda Dev. and Mfg. of Am LLC,"Marysville, OH",-1,-1,-1,-1,-1,-1
Data Scientist,$71K - $133K (Glassdoor est.),Data Scientist - Candidate is already identified,-1,Camping World,"Lincolnshire, IL",10000+ Employees,1966,Company - Public,Sporting Goods Stores,Retail,$2 to $5 billion (USD)
"Data Scientist, Game Analytics & Strategy",$71K - $133K (Glassdoor est.),"At the NBA, we’re passionate about growing and celebrating the game of basketball. Through the intensity of the game and the amazing athletic skill of our players, we deliver excitement to hundreds of millions of fans around the world. As a global sports and media business, the NBA is so much more. While Basketball Operations runs the league’s on-court activities, other departments manage relationships with television and digital media partners, develop marketing partnerships with some of the world’s most recognizable companies, oversee the licensing of NBA merchandise, and handle a wide range of responsibilities that drive the NBA’s success.

The NBA is committed to providing a safe and healthy workplace. To safeguard our employees and their families, our visitors and the broader community from COVID-19, and in consideration of recommendations from health authorities and the NBA’s own advisors, any individual working onsite in our New York and New Jersey offices must be fully vaccinated against COVID-19. The NBA will discuss accommodations for individuals who cannot be vaccinated due to a medical reason or sincerely held religious belief, practice, or observance.",3.9,"the NBA
3.9","New York, NY",1001 to 5000 Employees,1946,Company - Private,Sports & Recreation,"Arts, Entertainment & Recreation",Unknown / Non-Applicable
Data Scientist (Expert) - Data & Analytics - IT - CS - US,$71K - $133K (Glassdoor est.),"Candidate will develop descriptive, predictive, causal inferential, and prescriptive models, will be able to explore alternative data opportunities and cutting-edge modeling methodologies to improve existing models, should be a clear thinker and an effective communicator, able to translate technical work to a broader business audience to inform commercial decision at Bayer.

Candidate is also expected to collaborate with system integration and data warehouse engineers on data extraction and data cleaning, and work closely with the software engineering team to productize analytic application.

Required Skills:
Statistical and analytical sense, ability to communicate effectively, either R or Python, statistical models, model inference/ interpretation, and machine learning algorithm and package.",4.1,"Bayer
4.1","Saint Louis, MO",10000+ Employees,1863,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
Data Scientist,$71K - $133K (Glassdoor est.),"Data Scientists develop algorithms and statistical methods that find patterns and relationships in large volumes of data, driving operations and shaping CIA technology investments.
Full time
Starting salary: $70,150 - $172,500*
Higher starting salary possible depending on experience level
Bachelor's degree
Foreign language bonus eligible
About the Job
As a Data Scientist for CIA, you will organize and interpret data to inform U.S. decision-makers, drive successful operations, and shape CIA technology and resource investments. Through CIA’s global mission, the Agency has access to unique and highly specialized data sets. You will work with advanced hardware, software, and techniques to develop computational algorithms and statistical methods that find patterns and relationships in large volumes of data. You will also create scalable, high performance, and repeatable computational solutions which realize their algorithmic approaches. Data Scientists clearly communicate their conclusions to a diverse audience and become experts through Agency-sponsored continuing education, attendance at academic, and technical conferences as well as collaboration with the Intelligence Community.",4.0,"Central Intelligence Agency
4.0","Washington, DC",Unknown,1947,Government,Federal Agencies,Government,Unknown / Non-Applicable
Machine Learning Engineer/Scientist,$71K - $133K (Glassdoor est.),"locations
San Jose
time type
Full time
posted on
Posted Yesterday
job requisition id
R118552
Our Company

Changing the world through digital experiences is what Adobe’s all about. We give everyone—from emerging artists to global brands—everything they need to design and deliver exceptional digital experiences! We’re passionate about empowering people to create beautiful and powerful images, videos, and apps, and transform how companies interact with customers across every screen.

We’re on a mission to hire the very best and are committed to creating exceptional employee experiences where everyone is respected and has access to equal opportunity. We realize that new ideas can come from everywhere in the organization, and we know the next big idea could be yours!",4.4,"Adobe
4.4","San Jose, CA",10000+ Employees,1982,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD)
Bayesian Statistician,$71K - $133K (Glassdoor est.),"Data & Modeling Sciences is seeking a Bayesian Statistician for our Mason, OH location. The ideal candidate must apply mastery in Statistics, Data Science, Computer Science and Quantitative Marketing methods to deliver game-changing, technology-driven mathematical models for development of innovative new products and processes. Create new algorithms and models to measure the impact of product, package, commercial and other innovation choices on consumer preferences and purchase decisions to guide investment choices. Enable better decision-making through the ability to mine data coupled with the development and application of advanced analytics and algorithms to derive actionable insights, and then translate those insights into actions that improve business results. Actively research best-in-class methodologies, such as leveraging ideas from structural models, discrete choice models, and empirical game theory. Be imaginative and creative with an eagerness to track and contribute to the latest developments in modeling and to envision application possibilities of emerging technologies in data science & machine learning. Has broad project responsibilities to co-create and influence the strategic direction of the research work to bedone and can direct the Data & Modeling Sciences technical work on the assigned projects and lead cross-Job Family teams as needed.",4.2,"Procter & Gamble
4.2","Mason, OH",10000+ Employees,1837,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD)
Statistician/Data Scientist,$71K - $133K (Glassdoor est.),"What You Will Achieve
As a member of the Pharmaceutical Science and Manufacturing Statistics group, you will support a variety of development projects and help advance chemical and biological entities from post-proof of concept to the market. You will design, plan and execute statistical components of plans for research and development teams. This will assist in establishing the manufacturing conditions essential for safety, efficacy, and marketability of pharmaceutical and biological products. Through your comprehensive knowledge of principles, concepts and theories of the discipline, you will also work towards advancing new concepts and methodologies.
It is your commitment and hard work that will make Pfizer ready to achieve new milestones and help patients across the globe.
Medical
#LI-PFE",4.2,"Pfizer
4.2","Groton, CT",10000+ Employees,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
Data Scientist,$71K - $133K (Glassdoor est.),"Do you like to apply Data Science in the development of machine processes and Vision Systems in the consumer goods industry? Do you like to solve manufacturing challenges? How would you like to turn on your creative genius and problem-solving to design next generation smart manufacturing systems that deliver superior quality products for consumers? If this sounds like fun, we are looking for someone with your skills and abilities.
As a Data Scientist, you will use modern data analysis and machine learning approaches to help us to develop and understand complex manufacturing systems. You will be working with a highly talented cross-functional team of R&D scientists and engineers with expertise in R&D, manufacturing processes and data infrastructure. This role has a unique ability to use the power of data science to deliver insights and drive end to end thinking starting from raw material to manufacturing processes to final product as delivered to our consumers. Ultimately you will be turning insights derived from data science into actionable recommendations that drive business value.",4.2,"Procter & Gamble
4.2","Cincinnati, OH",10000+ Employees,1837,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD)
Data Science Trainee,$71K - $133K (Glassdoor est.),"The Challenge:
Are you excited at the prospect of unlocking the secrets held by a data set? Are you fascinated by the possibilities presented by cloud engineering and loosely coupled architectures? In an increasingly connected world, massive amounts of structured and unstructured data open new opportunities. As an aspiring cloud data scientist, you know you can help turn these complex data sets into useful information to solve global challenges. Across private and public sectors — from fraud detection, to cancer research, to national intelligence — you see data scientists turning data into actions and you want to be part of the team.
We have an opportunity for you to develop your analytical skills and establish your career in data science. You’ll join a rigorous training program that combines skills assessments, a comprehensive curriculum, functional mentorship, a capstone analytic challenge, and support to place you on your first data science project. You’ll learn how to write scripts to integrate data, conduct exploratory data analysis to discover hidden trends, apply machine learning in AWS to train predictive models, and use the right combination of tools and frameworks to turn that set of disparate data points into objective answers that inform decisions. Equipped with the foundational data science skills to accelerate your career, you’ll join a team and apply those skills to support our clients’ critical national security missions. Embrace the challenge and join us in driving change through data science.",4.2,"Booz Allen Hamilton
4.2","Arlington, VA",10000+ Employees,1914,Company - Public,Consulting,Business Services,$5 to $10 billion (USD)
Data Scientist,$71K - $133K (Glassdoor est.),"Master's degree (or Bachelor's degree 3+ years of experience) in a quantitative discipline such as Statistics, Mathematics, Data Science, Business Analytics, Economics, Finance, Engineering, or Computer Science,
1+ years of experience working as a data scientist or a similar role involving data extraction, analysis, statistical modeling, and communication,
1+ years of experience using data querying languages (e.g. SQL), scripting languages (e.g. Python), or statistical/mathematical software (e.g. R, Stata, Matlab, etc.),
Excellent written and verbal communication skills with technical and business teams; ability to speak at a level appropriate for the audience. The ideal candidate can present business cases and document the models and analysis and present the results in order to influence important decisions.
The Amazonian Experience and Technology (AET) team is looking for a passionate Data Scientist with strong analytical and communication skills to support our goal of becoming the most scientific people experience and technology organization in the world. The team is responsible for developing scientific forecasting solutions to increase the efficiency and quality of services provided to Amazon’s growing workforce. This includes forecasting demand, analyzing the causal impact of new events and policies on our services, and building automated solutions using state of the art statistical and machine learning techniques.

We are looking for a motivated data scientist with strong analytical skills who desires to work at the intersection of economics, machine learning, and operations research. In this role, you will be involved in time series forecasting, correlation and causal analyses to understand the impact of different variables on our operations, as well as in determining the optimal allocation of resources across service areas. You will partner with Economists, Applied Scientists, and Engineers to constantly innovate on behalf of our employees.

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.",3.7,"Amazon.com Services LLC
3.7","Arlington, VA",10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
Junior Data Scientist,$71K - $133K (Glassdoor est.),"Overview:
SRI International, an over 75-year strong pioneering research institute, has a rich history supporting government and industry. Our innovations have created new industries, billions of dollars in market value and lasting benefits to society. SRI is organized around broad disciplines and capabilities, with research and development divisions and labs to groups who excel at identifying new opportunities, developing products and creating custom solutions. Our organization is driven by impact - delivering unique solutions for the world's important challenges and transforming ideas into reality for clients and partners.
Responsibilities:
The Junior Data Scientist, as part of SRI International's Center for Innovation Strategy and Policy (CISP), will contribute to the design and execution of data analysis tasks in support of a diverse range of clients and projects, based out of our Arlington, VA location (Remote work due to COVID). CISP helps organizations, regions, and countries achieve economic and social impact through effective investments in science, technology, and innovation.
Qualifications:",3.8,"SRI International
3.8","Arlington, VA",1001 to 5000 Employees,1946,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD)
Jr. Data Scientist,$71K - $133K (Glassdoor est.),"In this age of disruption, organizations need to navigate the future with confidence by tapping into the power of data analytics, robotics, and cognitive technologies such as Artificial Intelligence (AI). Our Strategy & Analytics portfolio helps clients leverage rigorous analytical capabilities and a pragmatic mindset to solve the most complex of problems. By joining our team, you will play a key role in helping to our clients uncover hidden relationships from vast troves of data and transforming the Government and Public Services marketplace.

Work you'll do

The Data Scientist will join a team responsible for developing advanced analytics products; applying data visualization and statistical programming tools to enterprise data to advance and enable key mission outcomes. In this role, they will support all phases of analytic work product development, from the identification of key business questions to ETL, from performing analyses to delivery of insights to decision-makers, with particular attention to the interplay between data and the business processes that produce and consume it.

The team

Deloitte's Government and Public Services (GPS) practice - our people, ideas, technology and outcomes-is designed for impact. Serving federal, state, & local government clients as well as public higher education institutions, our team of over 15,000+ professionals brings fresh perspective to help clients anticipate disruption, reimagine the possible, and fulfill their mission promise.

The GPS Analytics and Cognitive (A&C) offering is responsible for developing advanced analytics products and applying data visualization and statistical programming tools to enterprise data in order to advance and enable the key mission outcomes for our clients. Our team supports all phases of analytic work product development, from the identification of key business questions through data collection and ETL, and from performing analyses and using a wide range of statistical, machine learning, and applied mathematical techniques to delivery insights to decision-makers. Our practitioners give special attention to the interplay between data and the business processes that produce it and the decision-makers that consume insights.

Qualifications

Required:



Preferred:



How you'll grow

At Deloitte, our professional development plan focuses on helping people at every level of their career to identify and use their strengths to do their best work every day. From entry-level employees to senior leaders, we believe there's always room to learn. We offer opportunities to help sharpen skills in addition to hands-on experience in the global, fast-changing business world. From on-the-job learning experiences to formal development programs, our professionals have a variety of opportunities to continue to grow throughout their career.",4.0,"Deloitte
4.0","Bethesda, MD",10000+ Employees,1850,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD)
Data Scientist,$71K - $133K (Glassdoor est.),"Data Scientist
<br>
Job Description
<br>
Overview
With our powerful real estate data, we have the ability to make a huge impact on the industry. We are seeking a Data Scientist to use their analysis, scripting, and data mining skills to help us deliver even better products. Your knowledge of AI, statistics, and algorithms will be essential to our success.",-1,CoStar Group,,-1,-1,-1,-1,-1,-1
"Statistician, Assistant",$71K - $133K (Glassdoor est.),"The assistant statistician will provide support to the Center for Health Policy Research (Center) statistical team by performing programming, data management, and statistical analyses for national, state and local administrative and survey databases from different sources. The incumbent will program using SAS, SPSS, Stata, SUDAAN, R, as well as other statistical software, and construct variables, create tables, and graphs using Microsoft Office.

Percentage of Time:
100

Shift Start:
8:00 am

Shift End:
5:00 pm

Qualifications for Position

8
Records

Qualifications

Required/Preferred

Bachelors or higher degree in statistics.

Preferred

Demonstrated ability and experience in the utilization of statistical software.

Required

Demonstrated ability to use PC-based computing systems in a network environment. Proficiency with Microsoft Windows and Office software. Familiarity with the world-wide-web as an information resource.

Required

Knowledge of or demonstrated ability to learn statistical analysis techniques and experience in data management.

Required

English communication skills to effectively communicate in oral and written form with all levels of people including, Principal Investigators, Project Managers, and co-workers of equal stature.

Required

Demonstrated organizational skills to set-up tracking systems, prioritize job duties, and track each assignment to a satisfactory completion.

Required

Demonstrated ability to adapt to changing priorities and circumstances while maintaining professional demeanor.

Required

Demonstrated ability to work with frequent interruptions.

Required

Additional Posting Information


99-Policy Covered


01-31-2022",-1,UCLA,"Los Angeles, CA",1001 to 5000 Employees,1919,College / University,Colleges & Universities,Education,$500 million to $1 billion (USD)
Data Scientist,$71K - $133K (Glassdoor est.),"locations
San Jose
time type
Full time
posted on
Posted Yesterday
job requisition id
R112696
Our Company

Changing the world through digital experiences is what Adobe’s all about. We give everyone—from emerging artists to global brands—everything they need to design and deliver exceptional digital experiences! We’re passionate about empowering people to create beautiful and powerful images, videos, and apps, and transform how companies interact with customers across every screen.

We’re on a mission to hire the very best and are committed to creating exceptional employee experiences where everyone is respected and has access to equal opportunity. We realize that new ideas can come from everywhere in the organization, and we know the next big idea could be yours!",4.4,"Adobe
4.4","San Jose, CA",10000+ Employees,1982,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD)
Data Scientist-Operations Research,$71K - $133K (Glassdoor est.),"Why Gallo?
With a global portfolio of over 100 unique wine and spirits brands, we are the largest family-owned winery in the world. Apply Today! Our Brands. Your Future.
Our vision is simple: Empower critical decisions with advanced analytics. As a Data Scientist-Operations Research on our Decision Science & Innovation team, you will partner closely with key stakeholders and cross-functional partners to solve complex, enterprise-level problems. You will leverage the latest data science methodologies to develop advanced mathematical models that introduce automation, predictability and optimization to multiple levels of decision-making across the value stream. The ideal candidate will have a passion for working in white space and creating impact from the ground up in a fast-moving environment.
What You Will Do",4.3,"E. & J. Gallo Winery
4.3","Modesto, CA",5001 to 10000 Employees,1933,Company - Private,Food & Beverage Manufacturing,Manufacturing,$2 to $5 billion (USD)
Data Scientist,$71K - $133K (Glassdoor est.),"NSA Overview: The professionals at the National Security Agency (NSA) have one common goal: to protect our nation. The mission requires a strong offense and a steadfast defense. The offense collects, processes, and disseminates intelligence information derived from foreign signals for intelligence and counterintelligence purposes. The defense prevents adversaries from gaining access to sensitive classified national security information. At NSA, Data Science is a fundamental discipline and is present in nearly every aspect of the mission. NSA is the nation's leader in providing foreign signals intelligence while also protecting U.S. government information systems, forging the frontier of communications, and data analysis. We serve the American people by applying technical skills to meaningful work, keeping our friends and families safe for generations to come. You will make a lasting impact serving your country as a Data Scientist at the National Security Agency, using your curiosity and technical expertise to analyze large data sets to inform decision-making against foreign threats. Description of Position: Data science at NSA is a multi-disciplinary field that uses elements of mathematics, statistics, computer science, and application-specific knowledge to gather, make, and communicate principled conclusions from data. Data science is present in every aspect of the mission. NSA Data Scientists tackle challenging real-world problems leveraging big data, high-performance computing, machine learning, and a breadth of other methodologies. We are looking for critical thinkers, problem solvers, and motivated individuals who are enthusiastic about data and believe that answers to hard questions lie in the yet-to-be-told story of diverse, complicated data sets. You will employ your mathematical science, computer science, and quantitative analysis skills to develop solutions to complex data problems and take full advantage of NSA's capabilities to tackle the highest priority foreign intelligence and cybersecurity challenges. Direct hire data scientists are hired into positions directly supporting a technical mission office. You will have the opportunity to collaborate with NSA's experts in the field of data science and other computational disciplines while tackling NSA's highest priority mission challenges. You will have opportunities to attend technical conferences with experts internally and from industry and academia as well as discuss and share NSA's challenges and successes at technical roundtables. As a Data Scientist at NSA, your responsibilities may include: - Exploratory data analysis and exploratory model-fitting to reveal data features of interest - Machine-learned predictive modeling - Construct usable data sets from multiple sources to meet customer needs - Identifying and analyzing anomalous data (including metadata) - Developing conceptual design and models to address mission requirements - Developing qualitative and quantitative methods for characterizing datasets in various states. - Performing analytic modeling, scripting, and/or programming - Working collaboratively and iteratively throughout the data-science lifecycle - Designing and developing analytics and techniques for analysis - Analyzing data using mathematical and statistical methods - Evaluating, documenting, and communicating research processes, analyses, and results to customers, peers, and leadership - Creating interpretable visualizations",-1,National Security Agency,"Fort Meade, MD",Unknown,-1,Government,Federal Agencies,Government,Unknown / Non-Applicable
Data Scientist (Upstream),$71K - $133K (Glassdoor est.),"JOB SUMMARY

Data scientists at ExxonMobil combine domain expertise with interdisciplinary data science skills to bring insights to today’s most challenging energy decisions. We are looking to hire candidates to work on challenging data science problems across our oil & gas businesses, including exploration, production, refining, chemicals, and retail.

JOB RESPONSIBILITIES

Apply statistical analysis, pattern recognition, and machine learning – along with domain knowledge and subject-specific models – to solve science, engineering, and commercial problems.",3.1,"ExxonMobil
3.1","Houston, TX",10000+ Employees,1870,Company - Public,Energy,"Oil, Gas, Energy & Utilities",$10+ billion (USD)
Data Analytics Scientist,$71K - $133K (Glassdoor est.),"Data Analytics Scientist(Job Number: HAM000446)
Honda Dev. and Mfg. of Am LLC

Description

Data Analytics Scientist

Honda has a clear vision for the future in 2030, and it’s a joyful one. We are looking for people with the individual skills, courage, persistence, and dreams that will help us reach our future-focused goals. We are seeking diversity of thought and experience to drive innovation and help us make fully informed decisions.",-1,Honda Dev. and Mfg. of Am LLC,"Marysville, OH",-1,-1,-1,-1,-1,-1
University Grad Data Scientist,$71K - $133K (Glassdoor est.),"About Pinterest:
Millions of people across the world come to Pinterest to find new ideas every day. It's where they get inspiration, dream about new possibilities and plan for what matters most. Our mission is to help those people find their inspiration and create a life they love. In your role, you'll be challenged to take on work that upholds this mission and pushes Pinterest forward. You'll grow as a person and leader in your field, all the while helping Pinners make their lives better in the positive corner of the internet.
We're looking for university grad Data Scientists to help us connect Pinners to actionable content that improves the Pinner experience. You'll apply quantitative analysis, modeling, and data mining to improve the relevance of Pins across our Ads, Search, and Feeds products.
What you'll do:


Not Specified
0",4.3,"Pinterest
4.3","San Francisco, CA",1001 to 5000 Employees,2010,Company - Public,Internet,Information Technology,$100 to $500 million (USD)
Data scientist,$71K - $133K (Glassdoor est.),"Who we are: At PayPal (NASDAQ: PYPL), we believe that every person has the right to participate fully in the global economy. Our mission is to democratize financial services to ensure that everyone, regardless of background or economic standing, has access to affordable, convenient, and secure products and services to take control of their financial lives. We’re a purpose-driven company, and our beliefs are the foundation of how we conduct business every day. We’re guided by our core values of Inclusion, Innovation, Collaboration, and Wellness. Collectively, these values inspire us to work together as One Team with our customers at the center of everything we do, and to take care of ourselves, each other, and the communities in which we live and work. We challenge the status quo, ask questions, and find solutions. Join us as we enable the hopes, dreams, and ambitions of millions of people around the world.
Job Description Summary: PayPal’s Global Data Sciences team is responsible for developing and enhancing machine learning and data mining capabilities, which are key in PayPal’s top-of-the-line data-driven decisions. We are a group of data scientists and problem solvers with strong analytical, mathematical, and programming skills and like to approach various kinds of challenges in complex environments. This role offers a unique opportunity to innovate and improve PayPal’s Data Science capabilities for Risk Detection and Customer Operations.",4.1,"PayPal
4.1","San Jose, CA",10000+ Employees,1998,Company - Public,Internet,Information Technology,$10+ billion (USD)
"Data Scientist, Marketing Data",$71K - $133K (Glassdoor est.),"The Gig
The Squarespace Marketing Data team provides technical data solutions, statistical models and core metrics to power marketing and company-wide decisions that maximize customer growth.
You will develop business models, apply statistical techniques, design experiments, and communicate insights that are necessary to Squarespace Marketing efforts. You will report to the Manager of Marketing Data Science.
All Squarespace employees are working remotely at this time. We are closely monitoring the status of COVID-19 as we continue our work to build a return-to-work plan that ensures a safe return to our offices and provides flexibility for our employees.
You'll Get To…",4.1,"Squarespace
4.1","New York, NY",1001 to 5000 Employees,2003,Company - Public,Internet,Information Technology,Unknown / Non-Applicable
Data Scientist,$71K - $133K (Glassdoor est.),"Data Scientist

Data Scientist
Remote Opportunity
Basic Purpose
The Data Scientist is responsible for performing advanced analytics in support of the Healthcare Analytics Solutions product portfolio. In this role, you will leverage your experience preparing large datasets and applying a variety of data science methods and the underlying mathematical theories to analyze data. The incumbent will work across our primary markets including, Pharma, Health Plans, and Health Systems and use the spectrum of data science fields of study, including natural language processing, machine learning and AI technology, to address the biggest challenges facing each market.",3.5,"Quest Diagnostics
3.5","Marlborough, MA",10000+ Employees,1967,Company - Public,Health Care Services & Hospitals,Health Care,$5 to $10 billion (USD)
Data Scientist,$71K - $133K (Glassdoor est.),"Job Description
The Washington Post Personalization team is looking for a data scientist who is excited to create forward-thinking solutions for the next generation of journalism. Our team is at the heart of the Post’s machine learning strategies to build intelligent and adaptable personalized news experiences and business solutions capable of powering the most high-scale websites in the world.
Responsibilities
Collaborate with cross-functional agile teams of data scientists, machine learning engineers, software engineers, and others in building machine learning infrastructure that best supports the ML needs.
Have a strong problem-solving ability and a knack for statistical analysis.",4.3,"The Washington Post
4.3","Washington, DC",1001 to 5000 Employees,1877,Company - Private,Publishing,Media,Unknown / Non-Applicable
Data Scientist,$71K - $133K (Glassdoor est.),"test
Required Skills
test
Desired Skills
test
About Agile Onboarding, LLC.
Agile Onboarding is a people first company!",-1,Agile Onboarding,Remote,1 to 50 Employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable
Assistant Statistician,$71K - $133K (Glassdoor est.),"The Westchester County Department of Health in downtown White Plains has an immediate opening for someone to analyze and report on key health data points. The chosen candidate will assist in setting up data collection systems and/or use existing data collection systems to monitor and track relevant health data. The incumbent will participate in the evaluation and analysis of such data and prepare concise and meaningful report summaries. Responsibilities will include setting up data entry mechanisms, conducting data collections by various methods, working on data entry, performing statistical analyses and writing brief statistical reports. Areas of analysis will include such elements as morbidity, mortality, communicable diseases and other public health related studies. This is a competitive class Civil Service position that will require the successful candidate to be appointed from a list of eligible candidates, following examination.
REQUIRED QUALIFICATIONS
Candidates must have a Bachelor’s degree including, or supplemented by, 12 credits in epidemiology and/or statistics; and 2 years of experience where a primary function of the position was doing statistical analysis work which must have involved participation in statistical research and the use of statistical software applications for data analysis.",3.5,"Westchester County Government
3.5","White Plains, NY",5001 to 10000 Employees,-1,Government,Municipal Governments,Government,Unknown / Non-Applicable
Statistician,$71K - $133K (Glassdoor est.),"About Us:
DevTech Systems, Inc. (DevTech) is an international consulting firm dedicated to development, with 35 years of experience providing advisory services and technical assistance to government, private sector, and civil society stakeholders in more than 100 countries. DevTech core practice areas include: Economic and Data Analysis, Monitoring and Evaluation, Education and Youth Development, Gender and Inclusive Development, and Public Financial Management.
Overview:
DevTech is recruiting for a full-time Mid-level Statistician to work with the Privacy and Risk Analysis team within USAID Data Services in USAID’s Bureau of Management, Office of the Chief Information Officer. The USAID Data Services team is designed to improve awareness, availability, access, and capacity to transform the way USAID collects, analyzes, and uses data to ensure development outcomes are supported by evidence.

The Statistician will use advanced analytics to work with USAID datasets to support the availability of development research data. The Statistician will develop technical solutions to help: mitigate privacy vulnerabilities; facilitate scientific research; document data processes; inform data sharing and publication decisions; and streamline operating procedures.

Responsibilities:
Qualifications:



EEO Statement:",3.7,"DevTech Systems, Inc.
3.7","Washington, DC",1 to 50 Employees,1984,Company - Private,-1,-1,$5 to $10 million (USD)
